49;27;11;11;32;16;39;24;18;4;14;39;34;27;5;9;15;20;31;9;28;2;21;42;7;47;22;0;12;32;33;49;26;5;29;36;38;17;19;19;45;33;39;10;21;25;42;31;38;36
1;1;4;48;27;36;4;33;27;27;45;10;28;22;12;50;2;20;21;11;29;38;26;5;29;50;21;12;0;11;32;19;39;14;19;19;6;11;41;31;14;24;34;44;16;15;5;10;10;33
33;16;45;24;46;21;17;18;50;18;22;8;24;50;6;9;15;39;42;28;31;21;18;22;20;50;37;32;11;0;33;31;17;42;41;18;50;46;23;6;12;45;44;42;18;15;36;21;43;50
39;25;18;9;16;44;21;37;14;15;5;15;30;50;8;3;46;1;33;5;23;29;26;14;26;26;12;33;32;33;0;13;4;1;45;29;32;12;27;7;17;34;10;45;40;40;26;41;44;38
24;17;17;11;41;22;50;35;16;27;48;1;28;34;48;25;50;13;33;25;22;46;36;8;1;17;34;49;19;31;13;0;42;44;12;49;30;9;12;10;23;17;10;26;4;34;28;1;13;42
17;5;25;21;40;23;6;42;20;41;10;41;14;46;34;7;35;40;1;10;43;16;49;21;8;25;50;26;39;17;4;42;0;38;6;3;18;26;49;29;10;14;30;6;30;17;5;48;39;25
4;21;42;20;5;32;45;27;30;1;17;31;11;42;1;44;7;29;25;1;26;14;45;42;25;46;34;5;14;42;1;44;38;0;14;24;12;5;25;27;21;45;4;36;22;22;13;20;19;26
18;35;43;23;42;24;31;1;45;41;41;1;24;26;1;27;10;45;36;44;15;35;20;34;13;22;12;29;19;41;45;12;6;14;0;45;17;48;5;6;40;33;43;36;22;41;20;36;31;10
1;29;47;8;3;10;28;9;10;15;47;43;21;8;50;11;14;46;20;44;14;20;35;37;38;5;5;36;19;18;29;49;3;24;45;0;35;3;22;13;24;19;25;49;10;45;24;38;20;50
21;32;20;2;28;29;45;16;9;50;33;25;24;7;46;44;47;13;10;29;26;12;10;32;50;8;49;38;6;50;32;30;18;12;17;35;0;24;39;28;30;9;49;35;37;11;18;19;34;47
43;35;40;37;19;37;3;23;41;19;48;6;40;31;42;11;4;34;2;20;14;19;37;13;19;24;36;17;11;46;12;9;26;5;48;3;24;0;32;26;50;34;2;22;45;38;28;24;7;32
46;38;23;28;5;19;39;10;16;16;30;8;44;38;4;1;37;47;31;13;31;30;32;14;1;47;31;19;41;23;27;12;49;25;5;22;39;32;0;6;2;25;41;41;26;48;50;23;16;29
15;29;16;30;31;5;33;39;8;9;19;11;27;8;11;10;3;15;48;24;2;2;13;8;1;30;43;19;31;6;7;10;29;27;6;13;28;26;6;0;43;21;30;48;30;49;36;26;39;33
33;24;14;36;11;1;2;48;6;35;36;44;37;38;9;5;16;10;21;34;48;27;45;32;13;14;36;45;14;12;17;23;10;21;40;24;30;50;2;43;0;37;34;30;16;41;48;44;18;32
47;16;25;43;10;29;16;17;43;6;35;8;45;23;3;34;4;1;44;38;48;9;10;12;30;31;3;33;24;45;34;17;14;45;33;19;9;34;25;21;37;0;7;28;8;45;48;33;1;50
29;39;10;25;8;6;38;12;39;46;44;22;19;19;8;3;5;49;1;44;7;20;29;5;46;31;1;39;34;44;10;10;30;4;43;25;49;2;41;30;34;7;0;6;35;7;47;24;31;49
43;50;7;39;21;36;39;33;21;33;23;36;10;44;16;30;2;8;9;13;40;7;31;38;47;7;28;10;44;42;45;26;6;36;36;49;35;22;41;48;30;28;6;0;14;33;35;17;43;6
1;38;17;23;16;12;16;35;18;30;29;4;26;49;8;27;16;7;44;17;19;24;23;2;43;4;42;21;16;18;40;4;30;22;22;10;37;45;26;30;16;8;35;14;0;20;4;8;34;45
29;30;23;50;23;37;8;46;47;49;17;33;30;18;21;22;42;15;24;41;31;21;15;13;43;23;25;25;15;15;40;34;17;22;41;45;11;38;48;49;41;45;7;33;20;0;14;4;15;47
15;49;36;34;15;44;10;33;15;32;9;20;19;3;30;37;12;37;48;3;42;46;28;24;50;15;35;42;5;36;26;28;5;13;20;24;18;28;50;36;48;48;47;35;4;14;0;7;30;48
45;20;28;46;45;42;8;11;43;36;5;30;47;47;16;13;9;47;8;5;15;43;14;18;44;34;35;31;10;21;41;1;48;20;36;38;19;24;23;26;44;33;24;17;8;4;7;0;31;4
37;9;11;1;13;49;7;50;24;3;22;2;3;5;7;45;29;45;46;17;27;20;33;40;37;17;42;38;10;43;44;13;39;19;31;20;34;7;16;39;18;1;31;43;34;15;30;31;0;28
1;21;45;47;23;9;50;24;17;43;7;14;5;38;35;33;46;48;33;50;43;14;38;11;2;16;10;36;33;50;38;42;25;26;10;50;47;32;29;33;32;50;49;6;45;47;48;4;28;0
