35;30;14;9;1;43;5;1;45;12;0;8;6;7;30;12;7;1;43;37;17;39;27;50;5;13;23;35;14;2;13;28;23;14;30;9;29;21;25;16;17;23;21;26;25;16;28;6;17;29;4;8;38;5;4;9;33;5;24;44;19;16;9;50;26;46;27;33;40;12;33;36;26;9;44;49;39;2;15;20;41;30;28;48;39;3;12;26;10;12;24;42;19;43;31;18;14;1;12;34;
41;47;17;17;5;29;13;45;2;36;8;0;39;17;23;14;10;19;34;19;38;27;32;49;36;40;35;28;30;47;45;12;6;26;31;13;48;6;32;49;31;47;49;50;1;50;34;38;34;40;16;48;17;49;32;3;37;28;44;43;44;12;44;25;31;48;45;32;25;8;25;2;40;2;16;23;44;1;13;26;4;35;23;41;24;8;6;39;15;5;6;49;22;39;26;43;12;46;22;43;
38;25;26;13;6;40;42;13;25;45;6;39;0;22;5;15;48;6;8;49;1;41;1;36;7;42;8;35;27;27;34;18;25;40;32;49;49;7;9;23;48;48;3;34;50;47;37;25;28;31;3;9;7;46;31;22;34;33;6;17;38;12;41;47;30;22;31;30;30;4;28;28;43;3;4;6;2;32;2;13;11;17;13;49;35;40;37;24;34;13;21;41;14;20;17;9;46;20;21;39;
2;22;25;42;2;28;16;34;3;30;7;17;22;0;7;15;39;41;20;18;37;39;49;34;48;44;42;1;49;9;22;38;45;22;41;22;36;25;43;1;2;48;13;37;12;14;38;39;50;17;37;7;31;40;49;32;31;43;47;35;29;12;27;20;43;10;36;35;12;21;13;41;26;18;16;42;26;16;15;2;28;36;14;11;26;20;2;45;37;26;15;17;33;46;1;2;25;29;17;28;
34;40;31;46;29;29;41;6;46;23;30;23;5;7;0;13;20;46;15;16;22;34;8;30;16;34;4;41;14;36;31;38;30;39;29;33;27;34;23;33;12;26;35;17;12;10;23;14;25;33;39;8;24;33;25;41;48;35;8;40;14;41;47;15;33;22;41;36;21;7;47;46;16;42;5;8;18;2;41;20;5;15;22;38;40;16;20;16;25;8;47;6;7;42;19;35;12;29;33;1;
5;49;5;49;10;44;29;23;19;20;12;14;15;15;13;0;45;8;29;15;41;15;24;40;49;47;15;42;10;35;32;28;47;18;30;12;48;33;41;46;35;48;20;44;13;1;37;8;22;48;33;4;10;17;7;42;25;50;21;32;32;7;1;22;45;24;10;50;27;41;4;49;30;7;39;28;5;29;49;12;32;10;25;20;26;9;36;39;31;19;49;28;20;22;3;45;18;45;36;13;
23;26;36;45;29;41;9;37;24;34;7;10;48;39;20;45;0;45;1;47;12;5;43;10;26;46;33;43;48;20;13;29;37;50;23;15;46;45;45;28;9;19;25;18;14;41;49;7;13;48;29;18;43;15;3;41;24;15;30;20;10;23;21;8;13;18;18;28;28;2;29;30;45;12;1;11;40;3;43;32;42;2;15;3;16;18;40;14;9;36;12;39;3;44;29;48;32;25;37;32;
50;39;39;29;28;34;33;10;12;25;1;19;6;41;46;8;45;0;43;41;18;6;36;50;18;8;20;40;5;43;49;12;33;21;35;1;34;22;1;23;22;5;25;2;14;22;1;50;19;29;28;48;43;30;35;46;28;42;5;46;38;11;6;15;31;20;40;7;34;25;11;8;10;20;32;10;7;45;23;21;44;16;14;6;30;7;50;42;48;4;46;36;5;9;12;49;37;42;30;31;
22;21;29;11;45;30;17;28;36;40;43;34;8;20;15;29;1;43;0;4;48;13;33;4;36;34;19;44;38;23;45;25;29;33;49;49;21;7;38;4;34;38;50;42;45;14;1;5;23;17;18;18;10;5;30;36;50;8;20;38;50;37;33;38;30;6;3;27;28;19;15;27;44;33;28;19;44;33;18;31;46;30;3;25;40;47;8;7;15;16;38;45;21;30;28;35;1;2;14;37;
44;10;2;2;42;39;48;26;4;46;37;19;49;18;16;15;47;41;4;0;12;2;32;44;9;34;42;1;40;25;26;41;5;11;47;2;7;14;50;40;26;24;18;6;1;45;40;28;36;21;21;44;50;22;32;38;26;33;9;31;7;35;33;30;27;48;45;45;46;40;47;21;50;38;32;44;2;1;4;1;29;39;43;37;50;7;15;21;18;38;4;41;7;9;8;16;44;7;43;3;
45;38;42;42;46;11;45;23;14;32;17;38;1;37;22;41;12;18;48;12;0;23;5;35;43;24;16;7;40;30;50;26;10;36;35;44;31;24;40;27;14;37;6;4;32;5;15;39;12;2;48;18;13;26;13;9;24;43;17;38;18;21;47;18;42;6;22;37;6;6;36;5;22;33;11;14;23;9;5;20;24;6;37;20;5;29;13;6;38;42;18;8;16;10;5;5;19;1;28;15;
9;4;33;1;22;13;28;44;34;30;39;27;41;39;34;15;5;6;13;2;23;0;45;16;41;22;22;20;46;3;6;20;32;38;11;31;29;15;33;39;7;47;25;19;13;31;23;13;26;29;37;50;49;17;48;21;21;18;3;20;3;32;16;32;14;45;39;48;38;40;16;4;17;36;2;15;47;32;12;38;26;35;42;26;28;29;44;4;13;32;18;47;30;29;19;6;12;6;19;16;
25;45;20;36;19;26;50;31;21;49;27;32;1;49;8;24;43;36;33;32;5;45;0;38;3;15;47;37;34;23;41;34;1;33;1;8;49;1;11;20;32;34;25;2;2;6;37;37;5;50;15;7;1;19;14;19;44;22;48;45;4;38;6;5;38;39;9;40;34;50;44;16;6;7;38;2;37;45;47;2;4;48;9;22;45;21;34;43;47;19;26;22;4;26;42;6;31;13;27;48;
30;10;30;17;24;7;34;45;2;32;50;49;36;34;30;40;10;50;4;44;35;16;38;0;14;15;30;18;35;14;22;47;49;46;23;33;8;13;14;8;30;25;36;2;16;7;29;37;30;18;1;41;13;7;45;19;4;42;38;4;3;48;29;16;12;21;13;6;46;46;2;5;16;11;35;27;40;46;29;29;1;1;7;22;3;45;45;29;32;7;3;36;45;26;4;20;4;12;1;5;
44;25;48;24;15;9;9;15;25;16;5;36;7;48;16;49;26;18;36;9;43;41;3;14;0;12;44;1;35;35;25;25;18;15;19;38;41;36;21;3;32;34;11;10;42;33;47;36;37;12;46;15;46;18;30;48;6;29;16;48;8;10;1;31;20;20;22;34;46;12;42;29;10;12;21;19;27;1;13;16;1;21;32;20;45;20;38;41;43;7;31;11;16;13;11;20;29;10;32;33;
46;44;8;27;35;26;45;47;2;28;13;40;42;44;34;47;46;8;34;34;24;22;15;15;12;0;45;31;3;24;19;19;14;37;23;12;2;26;34;36;27;13;36;5;40;42;43;27;49;16;6;3;17;7;12;49;3;30;36;17;3;6;31;1;19;37;16;26;46;35;18;37;22;44;16;10;12;4;38;42;13;35;28;36;18;17;1;10;31;33;16;15;4;3;49;36;20;2;12;49;
36;41;21;8;25;36;37;16;13;1;23;35;8;42;4;15;33;20;19;42;16;22;47;30;44;45;0;34;9;29;23;5;19;12;35;18;47;15;3;36;38;18;48;14;9;21;33;32;27;10;44;39;16;34;13;2;8;8;1;37;21;21;15;25;2;27;7;1;27;36;38;9;23;19;47;21;16;2;46;25;27;17;4;38;31;48;27;43;6;2;42;33;38;39;37;50;47;47;13;7;
28;26;36;38;1;17;4;26;44;35;35;28;35;1;41;42;43;40;44;1;7;20;37;18;1;31;34;0;36;8;14;50;4;32;1;15;45;20;5;35;36;41;30;49;45;14;50;39;21;39;29;42;2;43;27;17;31;10;24;28;24;8;13;45;11;10;6;22;41;9;22;26;41;38;34;18;39;3;5;42;3;4;23;46;47;9;36;25;36;20;34;39;19;21;16;17;46;27;22;30;
36;16;10;7;22;35;1;12;11;42;14;30;27;49;14;10;48;5;38;40;40;46;34;35;35;3;9;36;0;22;31;8;45;37;30;28;32;15;2;21;23;40;45;22;16;39;2;26;29;45;9;34;40;37;14;6;8;45;43;25;28;42;5;28;28;4;13;25;9;36;10;45;46;29;2;43;44;13;13;12;7;34;32;26;49;43;42;8;43;13;48;27;44;38;25;21;25;10;5;29;
43;41;40;2;35;26;31;30;26;30;2;47;27;9;36;35;20;43;23;25;30;3;23;14;35;24;29;8;22;0;26;16;29;37;3;49;38;8;11;30;4;43;7;21;31;10;37;18;50;34;7;38;21;22;32;12;18;23;35;34;39;41;30;47;36;9;7;13;7;49;40;39;44;29;20;23;12;3;7;42;2;38;38;45;4;8;2;11;49;49;14;34;45;25;10;30;7;37;16;19;
47;7;42;27;49;17;3;16;21;22;13;45;34;22;31;32;13;49;45;26;50;6;41;22;25;19;23;14;31;26;0;45;41;18;45;26;45;45;33;22;24;49;9;14;29;35;29;14;37;8;3;2;31;6;16;18;33;38;3;5;31;29;7;20;41;50;28;4;22;42;14;16;11;26;26;35;49;48;28;14;18;39;49;11;11;18;12;2;37;45;49;16;37;4;47;31;38;36;23;28;
33;15;28;42;24;30;40;7;32;36;28;12;18;38;38;28;29;12;25;41;26;20;34;47;25;19;5;50;8;16;45;0;44;43;1;42;38;27;38;38;46;41;32;24;15;47;13;33;44;30;18;47;4;8;49;46;12;50;48;16;9;3;15;40;9;39;21;42;15;2;4;46;24;42;11;30;26;7;18;5;13;2;27;43;6;39;14;12;20;35;14;40;11;1;6;4;4;43;40;13;
20;14;47;34;29;14;46;14;8;25;23;6;25;45;30;47;37;33;29;5;10;32;1;49;18;14;19;4;45;29;41;44;0;20;14;49;35;37;39;18;35;23;43;34;20;47;33;44;5;50;26;49;5;1;21;28;40;49;38;13;41;50;23;47;31;8;4;19;50;34;44;44;17;34;4;4;32;36;16;29;12;29;42;40;3;41;10;21;14;47;49;42;30;37;45;4;45;31;38;21;
44;24;35;13;30;24;35;27;47;48;14;26;40;22;39;18;50;21;33;11;36;38;33;46;15;37;12;32;37;37;18;43;20;0;50;43;34;12;44;1;44;11;31;19;31;50;46;41;42;25;47;2;47;30;14;38;3;1;5;9;48;18;11;41;48;4;28;8;6;9;46;27;50;1;19;18;1;38;20;26;14;3;16;17;43;12;27;40;30;18;28;30;37;40;46;36;14;41;48;16;
18;50;39;20;10;10;46;42;20;46;30;31;32;41;29;30;23;35;49;47;35;11;1;23;19;23;35;1;30;3;45;1;14;50;0;29;12;28;10;1;18;17;20;13;31;13;19;8;37;13;33;23;36;22;13;6;19;41;6;23;34;35;49;48;42;10;45;18;44;47;20;15;37;45;31;30;12;20;6;12;37;13;23;20;44;34;20;39;4;4;24;38;4;27;13;37;16;32;5;17;
44;33;5;47;28;2;25;22;33;11;9;13;49;22;33;12;15;1;49;2;44;31;8;33;38;12;18;15;28;49;26;42;49;43;29;0;15;26;49;14;9;32;9;50;43;22;7;46;16;29;35;46;26;13;22;28;20;10;42;22;9;19;10;50;50;19;10;47;41;43;15;13;14;25;35;42;27;36;20;28;21;24;8;20;21;49;6;22;8;42;40;8;31;3;45;15;45;7;33;16;
31;29;38;48;7;36;47;33;36;17;29;48;49;36;27;48;46;34;21;7;31;29;49;8;41;2;47;45;32;38;45;38;35;34;12;15;0;43;48;29;3;2;12;38;33;24;6;18;12;29;21;16;41;30;11;9;21;14;11;19;41;29;8;33;8;22;36;30;10;38;50;22;39;45;36;4;11;3;24;42;15;12;50;50;26;8;10;24;2;20;50;50;45;35;27;6;34;32;27;44;
23;10;50;31;3;11;34;20;16;10;21;6;7;25;34;33;45;22;7;14;24;15;1;13;36;26;15;20;15;8;45;27;37;12;28;26;43;0;24;49;48;41;42;11;41;25;21;10;39;43;36;25;8;50;11;23;15;48;15;13;4;21;49;27;43;41;23;11;14;33;46;27;44;31;18;5;7;24;9;27;7;43;23;18;11;29;6;36;34;9;36;8;17;48;14;31;24;11;26;16;
16;47;34;49;15;29;19;42;17;11;25;32;9;43;23;41;45;1;38;50;40;33;11;14;21;34;3;5;2;11;33;38;39;44;10;49;48;24;0;36;27;1;33;12;27;44;33;36;46;46;22;37;40;16;15;4;3;31;32;12;17;35;4;9;32;42;19;33;8;38;46;2;9;38;43;8;18;2;50;2;19;25;22;13;12;9;43;45;50;41;13;48;7;36;23;21;18;29;44;40;
50;19;3;31;5;1;36;49;33;30;16;49;23;1;33;46;28;23;4;40;27;39;20;8;3;36;36;35;21;30;22;38;18;1;1;14;29;49;36;0;49;2;8;27;13;42;12;2;12;5;3;11;25;15;17;19;24;22;13;6;26;33;31;35;23;25;11;28;39;39;46;45;30;13;12;45;14;7;31;18;2;14;43;6;29;47;34;8;50;26;9;41;39;4;11;23;49;28;17;36;
34;25;34;15;47;18;16;12;45;27;17;31;48;2;12;35;9;22;34;26;14;7;32;30;32;27;38;36;23;4;24;46;35;44;18;9;3;48;27;49;0;23;19;4;47;43;22;41;9;30;16;23;27;13;18;19;24;38;12;31;10;26;36;35;40;9;26;22;34;19;28;25;28;25;5;37;16;50;25;37;11;8;8;37;21;25;27;31;24;37;18;8;15;46;44;38;26;29;48;23;
29;37;6;35;22;6;12;8;8;4;23;47;48;48;26;48;19;5;38;24;37;47;34;25;34;13;18;41;40;43;49;41;23;11;17;32;2;41;1;2;23;0;27;41;17;8;37;40;45;37;24;30;14;9;20;20;44;9;32;24;42;14;44;19;29;44;45;1;10;22;19;44;23;4;29;50;45;11;22;5;11;7;46;2;9;16;29;15;22;4;5;27;27;9;15;50;40;37;12;36;
12;48;45;24;12;41;37;7;22;21;21;49;3;13;35;20;25;25;50;18;6;25;25;36;11;36;48;30;45;7;9;32;43;31;20;9;12;42;33;8;19;27;0;32;24;50;4;13;29;9;47;33;39;43;37;29;15;34;18;24;34;40;30;25;6;28;16;38;44;31;31;2;21;1;46;17;3;34;15;24;42;47;49;24;19;49;9;45;32;35;27;2;31;40;42;27;45;4;21;2;
4;6;4;5;27;40;11;39;19;33;26;50;34;37;17;44;18;2;42;6;4;19;2;2;10;5;14;49;22;21;14;24;34;19;13;50;38;11;12;27;4;41;32;0;34;44;40;35;8;13;31;17;28;32;18;14;14;18;2;10;35;4;44;17;26;5;46;4;24;46;40;19;32;45;11;19;25;36;28;23;49;26;35;7;12;9;47;33;32;37;37;26;21;49;16;23;6;30;23;2;
4;49;42;20;49;37;46;24;1;49;25;1;50;12;12;13;14;14;45;1;32;13;2;16;42;40;9;45;16;31;29;15;20;31;31;43;33;41;27;13;47;17;24;34;0;15;31;23;38;22;14;2;38;7;34;28;48;46;34;19;50;22;32;4;24;34;2;31;15;18;10;42;45;19;9;10;40;10;20;41;37;10;24;43;44;11;29;49;9;48;42;36;47;4;45;10;11;10;36;32;
34;10;46;12;41;36;50;20;6;45;16;50;47;14;10;1;41;22;14;45;5;31;6;7;33;42;21;14;39;10;35;47;47;50;13;22;24;25;44;42;43;8;50;44;15;0;26;16;50;19;39;10;32;43;21;32;35;4;27;34;25;4;9;1;30;9;50;5;50;15;49;28;5;21;42;27;17;32;37;32;50;6;19;33;33;26;12;22;27;25;43;17;23;36;46;8;31;16;26;27;
43;36;21;34;6;2;40;18;49;19;28;34;37;38;23;37;49;1;1;40;15;23;37;29;47;43;33;50;2;37;29;13;33;46;19;7;6;21;33;12;22;37;4;40;31;26;0;8;36;47;11;38;48;7;18;42;18;46;36;47;46;18;15;39;47;2;7;18;36;42;23;7;43;25;16;44;22;50;32;45;25;4;15;23;25;16;1;22;25;4;9;41;39;22;13;24;45;46;31;5;
15;41;14;29;2;50;41;37;19;6;6;38;25;39;14;8;7;50;5;28;39;13;37;37;36;27;32;39;26;18;14;33;44;41;8;46;18;10;36;2;41;40;13;35;23;16;8;0;33;47;47;26;47;10;16;32;4;50;38;31;24;22;47;30;44;5;43;26;31;33;47;46;27;13;20;43;13;37;34;38;21;2;2;36;6;48;46;4;13;46;49;36;41;50;50;46;16;47;3;28;
4;21;47;2;16;1;42;2;45;41;17;34;28;50;25;22;13;19;23;36;12;26;5;30;37;49;27;21;29;50;37;44;5;42;37;16;12;39;46;12;9;45;29;8;38;50;36;33;0;26;38;20;25;7;48;11;18;17;38;8;32;21;43;30;1;31;9;29;3;2;7;26;47;2;48;12;46;19;21;44;5;48;19;11;34;13;32;21;24;45;16;14;9;15;7;27;19;39;34;15;
40;47;6;46;48;8;31;8;32;25;29;40;31;17;33;48;48;29;17;21;2;29;50;18;12;16;10;39;45;34;8;30;50;25;13;29;29;43;46;5;30;37;9;13;22;19;47;47;26;0;40;2;27;5;29;36;6;44;1;6;41;36;34;45;46;20;9;21;35;36;13;3;49;17;4;6;25;18;35;33;5;35;4;1;17;29;26;18;27;20;50;47;48;14;19;27;32;12;13;46;
35;45;1;31;35;35;20;32;26;6;4;16;3;37;39;33;29;28;18;21;48;37;15;1;46;6;44;29;9;7;3;18;26;47;33;35;21;36;22;3;16;24;47;31;14;39;11;47;38;40;0;2;45;44;30;18;37;41;22;36;33;27;20;20;35;36;22;17;20;16;43;24;1;44;44;7;7;49;42;23;1;2;38;49;40;22;38;6;35;7;1;38;28;38;11;17;21;33;1;4;
40;12;18;4;7;46;18;26;12;9;8;48;9;7;8;4;18;48;18;44;18;50;7;41;15;3;39;42;34;38;2;47;49;2;23;46;16;25;37;11;23;30;33;17;2;10;38;26;20;2;2;0;31;41;13;42;10;4;13;18;2;2;38;37;35;42;26;45;26;5;29;20;28;27;33;2;29;25;34;7;36;29;31;19;3;37;21;22;27;15;50;40;39;47;27;49;41;39;11;4;
7;1;9;2;17;36;41;29;18;25;38;17;7;31;24;10;43;43;10;50;13;49;1;13;46;17;16;2;40;21;31;4;5;47;36;26;41;8;40;25;27;14;39;28;38;32;48;47;25;27;45;31;0;33;44;20;3;31;42;43;34;15;48;34;27;2;10;32;45;40;7;27;43;37;25;39;47;8;33;43;43;16;41;44;19;36;20;9;3;10;23;12;40;49;47;32;41;5;8;25;
38;44;32;13;16;21;9;13;7;2;5;49;46;40;33;17;15;30;5;22;26;17;19;7;18;7;34;43;37;22;6;8;1;30;22;13;30;50;16;15;13;9;43;32;7;43;7;10;7;5;44;41;33;0;25;44;34;34;33;33;19;2;37;47;19;42;25;11;46;30;4;32;32;16;40;11;42;49;1;47;38;28;25;46;40;30;50;39;32;13;4;23;3;18;40;27;12;4;28;42;
44;45;23;36;5;17;47;32;11;37;4;32;31;49;25;7;3;35;30;32;13;48;14;45;30;12;13;27;14;32;16;49;21;14;13;22;11;11;15;17;18;20;37;18;34;21;18;16;48;29;30;13;44;25;0;19;37;41;49;8;44;21;40;36;13;38;6;25;46;39;20;38;17;12;21;27;28;22;48;49;37;34;44;48;37;19;9;18;11;37;17;25;13;42;43;28;1;2;22;28;
22;26;24;31;26;46;13;21;20;50;9;3;22;32;41;42;41;46;36;38;9;21;19;19;48;49;2;17;6;12;18;46;28;38;6;28;9;23;4;19;19;20;29;14;28;32;42;32;11;36;18;42;20;44;19;0;28;45;40;44;28;28;15;40;40;5;1;29;23;33;38;21;23;17;25;5;46;24;1;23;3;15;28;3;37;13;41;27;24;37;21;32;21;26;18;29;1;3;12;30;
30;16;2;42;18;38;14;48;8;20;33;37;34;31;48;25;24;28;50;26;24;21;44;4;6;3;8;31;8;18;33;12;40;3;19;20;21;15;3;24;24;44;15;14;48;35;18;4;18;6;37;10;3;34;37;28;0;22;30;34;29;18;47;46;48;13;5;6;41;41;47;37;2;50;32;31;17;15;15;28;13;27;30;30;48;32;5;39;41;22;3;8;21;22;50;33;13;33;43;42;
19;24;11;4;41;9;11;34;14;27;5;28;33;43;35;50;15;42;8;33;43;18;22;42;29;30;8;10;45;23;38;50;49;1;41;10;14;48;31;22;38;9;34;18;46;4;46;50;17;44;41;4;31;34;41;45;22;0;44;37;7;15;6;31;37;25;50;25;17;21;44;14;4;39;35;16;25;21;37;1;21;49;3;28;19;19;31;44;14;20;42;33;20;49;36;46;40;17;31;50;
50;23;6;48;19;5;15;6;22;17;24;44;6;47;8;21;30;5;20;9;17;3;48;38;16;36;1;24;43;35;3;48;38;5;6;42;11;15;32;13;12;32;18;2;34;27;36;38;38;1;22;13;42;33;49;40;30;44;0;6;11;41;40;19;39;38;34;40;15;48;5;18;8;4;18;28;44;15;16;17;26;5;21;49;26;41;47;36;7;42;31;18;42;44;22;23;48;14;38;12;
31;1;42;26;36;35;17;12;49;43;44;43;17;35;40;32;20;46;38;31;38;20;45;4;48;17;37;28;25;34;5;16;13;9;23;22;19;13;12;6;31;24;24;10;19;34;47;31;8;6;36;18;43;33;8;44;34;37;6;0;5;22;32;45;49;16;1;40;2;50;33;5;30;19;33;17;13;20;34;40;2;37;30;46;21;36;18;46;43;6;48;38;41;20;31;26;39;26;8;27;
25;20;50;19;46;2;41;31;15;48;19;44;38;29;14;32;10;38;50;7;18;3;4;3;8;3;21;24;28;39;31;9;41;48;34;9;41;4;17;26;10;42;34;35;50;25;46;24;32;41;33;2;34;19;44;28;29;7;11;5;0;3;30;43;14;31;34;49;27;23;12;16;49;12;37;14;41;49;45;23;49;8;41;7;24;39;31;18;5;22;18;12;48;3;14;22;17;42;24;45;
30;29;24;47;44;23;15;28;7;26;16;12;12;12;41;7;23;11;37;35;21;32;38;48;10;6;21;8;42;41;29;3;50;18;35;19;29;21;35;33;26;14;40;4;22;4;18;22;21;36;27;2;15;2;21;28;18;15;41;22;3;0;4;45;2;13;29;31;35;49;46;45;20;20;36;2;3;21;3;16;32;29;17;12;14;9;8;17;44;50;6;38;50;20;3;10;10;45;30;6;
41;22;14;39;50;9;31;7;50;22;9;44;41;27;47;1;21;6;33;33;47;16;6;29;1;31;15;13;5;30;7;15;23;11;49;10;8;49;4;31;36;44;30;44;32;9;15;47;43;34;20;38;48;37;40;15;47;6;40;32;30;4;0;50;4;17;20;27;39;15;2;11;41;5;29;39;14;35;15;18;41;43;22;34;5;36;16;15;47;21;43;28;12;9;12;1;19;2;6;23;
44;16;18;39;29;46;6;5;10;27;50;25;47;20;15;22;8;15;38;30;18;32;5;16;31;1;25;45;28;47;20;40;47;41;48;50;33;27;9;35;35;19;25;17;4;1;39;30;30;45;20;37;34;47;36;40;46;31;19;45;43;45;50;0;47;13;15;34;9;47;31;36;45;11;36;11;31;23;11;10;39;7;45;4;42;9;1;18;22;46;24;6;11;27;7;28;12;18;36;39;
38;7;3;17;12;24;34;43;22;12;26;31;30;43;33;45;13;31;30;27;42;14;38;12;20;19;2;11;28;36;41;9;31;48;42;50;8;43;32;23;40;29;6;26;24;30;47;44;1;46;35;35;27;19;13;40;48;37;39;49;14;2;4;47;0;10;46;40;13;15;25;45;27;2;36;36;45;42;27;15;28;17;21;41;23;39;25;7;5;15;24;7;13;20;32;16;38;36;3;7;
23;18;49;41;20;15;47;34;31;17;46;48;22;10;22;24;18;20;6;48;6;45;39;21;20;37;27;10;4;9;50;39;8;4;10;19;22;41;42;25;9;44;28;5;34;9;2;5;31;20;36;42;2;42;38;5;13;25;38;16;31;13;17;13;10;0;13;20;21;20;43;14;47;39;14;43;18;24;5;1;23;5;12;31;16;26;45;21;11;4;25;23;11;44;50;6;37;18;45;36;
32;32;20;10;39;7;20;11;48;17;27;45;31;36;41;10;18;40;3;45;22;39;9;13;22;16;7;6;13;7;28;21;4;28;45;10;36;23;19;11;26;45;16;46;2;50;7;43;9;9;22;26;10;25;6;1;5;50;34;1;34;29;20;15;46;13;0;34;9;11;35;37;45;5;30;13;21;43;16;32;7;19;3;32;27;38;24;31;30;36;2;23;31;43;5;13;36;48;15;21;
15;16;39;44;24;9;44;44;29;37;33;32;30;35;36;50;28;7;27;45;37;48;40;6;34;26;1;22;25;13;4;42;19;8;18;47;30;11;33;28;22;1;38;4;31;5;18;26;29;21;17;45;32;11;25;29;6;25;40;40;49;31;27;34;40;20;34;0;18;11;3;35;3;28;39;34;44;22;3;29;32;22;13;15;2;7;17;33;39;7;46;40;24;26;32;12;25;21;49;14;
7;21;8;29;21;43;25;16;39;16;40;25;30;12;21;27;28;34;28;46;6;38;34;46;46;46;27;41;9;7;22;15;50;6;44;41;10;14;8;39;34;10;44;24;15;50;36;31;3;35;20;26;45;46;46;23;41;17;15;2;27;35;39;9;13;21;9;18;0;27;48;24;5;9;18;6;4;7;3;40;20;27;23;26;28;15;42;50;32;22;41;9;1;37;16;35;20;49;49;12;
