36;17;27;37;19;12;15;19;18;18;14;36;44;31;2;29;35;23;14;28;46;16;36;8;0;19;8;38;40;18;17;19;23;44;5;1;23;3;49;23;5;17;15;17;42;20;30;47;42;49;
14;16;40;12;10;43;49;39;47;8;33;40;6;20;22;10;13;40;8;11;28;47;34;30;19;0;15;44;22;30;38;6;25;2;49;40;46;2;1;32;47;39;6;35;3;34;28;14;37;45;
37;28;24;7;11;35;43;49;41;50;49;18;11;11;3;43;43;18;25;46;21;36;32;7;8;15;0;1;26;31;50;19;43;33;44;8;12;3;20;14;12;9;37;12;44;32;12;27;50;13;
14;44;22;13;50;38;36;48;7;9;8;22;43;35;24;10;21;13;38;4;22;9;8;11;38;44;1;0;49;11;39;42;46;49;42;3;38;10;21;17;31;39;48;4;17;13;47;44;6;35;
25;11;20;35;7;34;8;8;21;20;37;28;19;47;15;40;39;43;35;36;25;33;29;9;40;22;26;49;0;1;46;16;6;19;16;32;30;37;11;3;11;41;5;22;6;34;26;23;19;15;
39;42;27;1;27;42;7;3;45;38;34;43;27;10;38;42;34;50;45;8;42;39;3;47;18;30;31;11;1;0;14;32;49;39;39;14;35;2;29;18;9;3;20;23;8;14;23;22;14;3;
39;47;30;18;11;43;20;48;47;19;12;5;15;44;4;15;6;43;42;19;10;15;47;39;17;38;50;39;46;14;0;1;26;21;27;46;34;2;23;19;20;43;40;40;17;9;29;26;17;32;
13;7;29;7;19;35;18;35;33;38;36;33;13;40;4;27;24;48;15;47;43;1;20;31;19;6;19;42;16;32;1;0;5;41;35;13;14;20;10;10;12;11;8;25;27;4;5;9;1;45;
7;24;32;22;17;29;24;50;24;6;10;30;28;40;28;31;4;8;21;13;19;9;31;30;23;25;43;46;6;49;26;5;0;46;36;13;35;13;41;49;9;23;36;17;12;40;13;47;34;48;
19;3;8;2;35;6;16;26;24;26;43;26;27;20;4;47;21;41;26;8;2;43;30;10;44;2;33;49;19;39;21;41;46;0;36;24;48;4;3;48;30;23;10;29;18;28;13;18;31;37;
39;37;26;41;50;15;15;9;24;44;37;29;11;36;1;27;16;22;15;14;2;34;28;4;5;49;44;42;16;39;27;35;36;36;0;39;35;46;35;38;10;20;35;33;6;44;32;1;11;15;
11;38;21;20;49;9;26;41;24;41;10;38;15;14;42;41;46;4;20;2;45;47;38;18;1;40;8;3;32;14;46;13;13;24;39;0;14;13;6;15;28;40;43;3;47;10;10;47;46;18;
23;37;17;25;17;12;39;7;30;49;32;46;22;22;2;34;18;11;21;36;44;30;44;21;23;46;12;38;30;35;34;14;35;48;35;14;0;16;6;44;26;25;42;30;44;14;44;8;19;30;
29;22;41;44;3;30;26;35;22;49;6;49;40;13;17;11;24;21;31;30;14;47;24;10;3;2;3;10;37;2;2;20;13;4;46;13;16;0;22;36;38;50;37;29;23;43;34;38;47;34;
13;19;5;3;23;40;28;4;5;18;15;11;40;46;47;29;5;9;20;37;34;14;43;34;49;1;20;21;11;29;23;10;41;3;35;6;6;22;0;10;35;34;43;40;33;46;4;45;11;17;
26;7;39;25;46;10;34;47;11;26;5;11;8;38;25;37;15;7;43;48;1;28;35;43;23;32;14;17;3;18;19;10;49;48;38;15;44;36;10;0;28;15;7;34;8;36;26;29;31;40;
33;47;38;8;33;29;43;38;50;16;8;18;38;25;21;27;15;41;26;46;4;36;30;38;5;47;12;31;11;9;20;12;9;30;10;28;26;38;35;28;0;12;27;27;30;48;48;23;9;36;
22;1;40;33;49;44;38;14;17;33;7;34;45;33;9;11;3;34;6;13;8;50;42;4;17;39;9;39;41;3;43;11;23;23;20;40;25;50;34;15;12;0;20;5;50;35;12;2;6;22;
50;22;43;3;35;23;2;9;9;11;33;7;7;12;25;6;22;14;15;19;26;3;47;38;15;6;37;48;5;20;40;8;36;10;35;43;42;37;43;7;27;20;0;24;4;22;1;11;34;31;
40;43;19;13;32;50;18;48;43;25;49;14;42;32;18;21;45;23;46;2;19;19;8;31;17;35;12;4;22;23;40;25;17;29;33;3;30;29;40;34;27;5;24;0;46;19;8;11;26;10;
38;8;30;13;14;4;39;2;10;31;48;36;40;2;25;35;21;15;41;32;29;18;1;37;42;3;44;17;6;8;17;27;12;18;6;47;44;23;33;8;30;50;4;46;0;3;12;26;38;9;
27;35;45;19;48;18;9;49;45;48;33;5;26;9;35;14;4;25;43;26;39;40;22;28;20;34;32;13;34;14;9;4;40;28;44;10;14;43;46;36;48;35;22;19;3;0;26;13;2;17;
24;11;47;28;19;50;40;25;37;10;35;27;30;16;17;41;50;6;34;14;44;39;20;16;30;28;12;47;26;23;29;5;13;13;32;10;44;34;4;26;48;12;1;8;12;26;0;28;18;3;
44;48;26;41;23;30;22;37;4;42;16;27;44;20;48;17;7;20;20;23;8;13;42;42;47;14;27;44;23;22;26;9;47;18;1;47;8;38;45;29;23;2;11;11;26;13;28;0;26;38;
44;7;2;44;12;12;37;2;1;36;46;21;32;15;6;35;11;21;6;4;35;39;20;6;42;37;50;6;19;14;17;1;34;31;11;46;19;47;11;31;9;6;34;26;38;2;18;26;0;27;
13;26;38;45;48;33;39;27;33;3;44;15;5;5;21;7;32;7;17;14;11;23;45;40;49;45;13;35;15;3;32;45;48;37;15;18;30;34;17;40;36;22;31;10;9;17;3;38;27;0;
