6;30;31;47;11;39;40;46;43;3;1;0;28;25;26;28;30;29;24;21;3;13;24;47;38;12;46;26;15;11;3;17;31;27;12;22;12;48;4;21;41;25;39;14;41;2;13;30;1;14
46;29;28;7;18;30;6;48;40;31;41;28;0;9;29;16;8;28;1;9;40;4;11;8;25;28;9;14;38;2;1;11;29;44;35;6;41;12;5;36;7;23;1;24;36;7;17;27;8;27
32;17;7;31;14;41;24;17;4;14;45;25;9;0;8;38;22;20;12;47;23;18;13;18;47;36;42;24;30;30;16;10;33;47;6;4;13;35;35;5;23;8;20;33;14;8;34;12;36;18
28;36;24;14;15;8;3;37;25;28;46;26;29;8;0;49;26;39;24;43;5;12;42;26;10;26;22;21;27;35;6;34;1;49;30;2;44;35;38;35;7;44;27;6;13;49;32;1;14;42
12;41;37;19;10;9;36;6;5;3;25;28;16;38;49;0;6;6;43;13;12;28;25;29;3;44;47;24;41;14;26;23;19;11;18;33;13;46;20;32;41;39;36;41;48;40;41;46;4;15
42;43;22;1;17;42;33;39;11;50;20;30;8;22;26;6;0;2;41;45;9;36;10;43;6;15;32;4;30;26;9;43;48;50;7;12;28;18;42;30;41;14;25;2;28;16;34;14;43;25
46;39;46;42;36;16;36;33;46;28;26;29;28;20;39;6;2;0;2;43;10;21;29;28;35;26;37;49;21;38;48;5;4;22;14;7;14;11;22;40;41;15;43;20;14;42;5;19;33;1
43;7;25;13;2;39;39;6;50;26;27;24;1;12;24;43;41;2;0;6;26;40;4;23;49;48;35;49;22;15;14;26;46;13;47;29;20;13;20;36;40;45;16;41;46;9;19;21;2;24
28;41;23;6;1;7;27;35;37;44;45;21;9;47;43;13;45;43;6;0;33;23;3;38;21;14;2;4;24;28;1;20;16;16;29;44;48;39;44;38;10;14;50;32;39;43;9;11;22;9
37;43;21;11;50;12;18;15;14;25;9;3;40;23;5;12;9;10;26;33;0;5;39;47;41;50;44;31;21;49;18;37;34;36;27;36;39;4;30;25;49;24;10;8;17;45;6;19;27;12
42;15;30;10;20;3;8;2;25;24;3;13;4;18;12;28;36;21;40;23;5;0;26;6;2;50;47;35;16;15;43;26;14;43;47;49;23;27;7;24;30;5;6;27;13;26;44;16;37;37
5;49;28;25;7;35;33;17;23;23;22;24;11;13;42;25;10;29;4;3;39;26;0;42;15;45;7;3;37;39;33;6;16;32;31;42;26;12;38;37;41;1;13;35;44;4;17;3;9;13
3;47;24;38;49;23;33;22;19;12;17;47;8;18;26;29;43;28;23;38;47;6;42;0;34;5;4;35;4;7;49;25;18;14;10;29;1;31;19;9;1;6;12;15;4;27;44;10;3;12
4;6;48;49;4;6;20;37;19;32;29;38;25;47;10;3;6;35;49;21;41;2;15;34;0;40;49;33;4;25;21;3;24;32;20;29;10;9;20;22;4;46;32;5;43;36;14;49;40;23
43;41;13;34;25;29;5;14;38;4;44;12;28;36;26;44;15;26;48;14;50;50;45;5;40;0;39;38;11;12;35;9;12;10;44;16;20;38;20;9;1;22;15;18;16;6;16;31;40;13
33;30;37;46;9;47;22;14;6;33;2;46;9;42;22;47;32;37;35;2;44;47;7;4;49;39;0;39;33;5;36;11;35;25;31;16;2;42;16;30;11;49;24;39;28;33;7;40;14;9
22;21;41;42;45;13;40;6;9;6;35;26;14;24;21;24;4;49;49;4;31;35;3;35;33;38;39;0;42;41;24;14;29;35;29;1;22;36;25;22;34;18;4;46;19;26;27;30;1;49
17;1;12;3;10;37;27;36;42;44;19;15;38;30;27;41;30;21;22;24;21;16;37;4;4;11;33;42;0;10;44;37;31;17;50;18;29;30;15;22;6;27;17;17;27;17;38;32;15;41
19;7;37;1;40;26;30;4;3;26;15;11;2;30;35;14;26;38;15;28;49;15;39;7;25;12;5;41;10;0;37;22;13;22;15;10;16;3;24;25;42;46;13;24;32;7;19;19;3;8
46;2;6;42;3;34;19;13;26;32;20;3;1;16;6;26;9;48;14;1;18;43;33;49;21;35;36;24;44;37;0;8;32;13;37;31;15;10;35;7;41;44;47;3;5;46;9;49;42;13
48;44;18;37;46;20;43;9;28;43;3;17;11;10;34;23;43;5;26;20;37;26;6;25;3;9;11;14;37;22;8;0;32;15;40;9;23;5;46;3;20;30;39;24;19;17;10;49;37;47
27;49;6;25;36;43;26;33;15;43;1;31;29;33;1;19;48;4;46;16;34;14;16;18;24;12;35;29;31;13;32;32;0;13;34;9;23;47;43;38;26;48;9;3;8;49;31;43;1;29
22;30;25;21;44;45;6;46;15;23;38;27;44;47;49;11;50;22;13;16;36;43;32;14;32;10;25;35;17;22;13;15;13;0;50;3;49;33;41;16;26;13;18;37;48;19;48;29;2;17
39;24;32;47;44;17;35;14;25;37;11;12;35;6;30;18;7;14;47;29;27;47;31;10;20;44;31;29;50;15;37;40;34;50;0;31;50;26;9;30;21;41;11;48;13;6;26;43;12;5
20;35;3;22;24;32;50;7;35;15;27;22;6;4;2;33;12;7;29;44;36;49;42;29;29;16;16;1;18;10;31;9;9;3;31;0;49;47;15;47;39;20;39;14;26;16;22;26;16;29
13;5;1;49;38;49;42;22;25;1;11;12;41;13;44;13;28;14;20;48;39;23;26;1;10;20;2;22;29;16;15;23;23;49;50;49;0;35;21;6;15;8;13;12;25;50;20;31;24;1
18;7;1;50;15;23;13;9;23;38;8;48;12;35;35;46;18;11;13;39;4;27;12;31;9;38;42;36;30;3;10;5;47;33;26;47;35;0;34;26;11;38;37;38;29;44;37;15;15;42
50;41;42;19;4;2;46;47;10;11;21;4;5;35;38;20;42;22;20;44;30;7;38;19;20;20;16;25;15;24;35;46;43;41;9;15;21;34;0;50;36;6;38;5;38;24;15;21;9;19
36;17;25;35;49;22;11;33;34;14;16;21;36;5;35;32;30;40;36;38;25;24;37;9;22;9;30;22;22;25;7;3;38;16;30;47;6;26;50;0;32;36;3;24;3;45;27;27;47;23
45;27;17;32;1;50;19;32;21;25;27;41;7;23;7;41;41;41;40;10;49;30;41;1;4;1;11;34;6;42;41;20;26;26;21;39;15;11;36;32;0;50;41;25;20;44;12;42;40;20
4;32;31;35;9;8;4;45;38;21;28;25;23;8;44;39;14;15;45;14;24;5;1;6;46;22;49;18;27;46;44;30;48;13;41;20;8;38;6;36;50;0;16;6;36;17;1;16;10;15
12;9;8;4;19;27;40;47;48;21;44;39;1;20;27;36;25;43;16;50;10;6;13;12;32;15;24;4;17;13;47;39;9;18;11;39;13;37;38;3;41;16;0;17;44;25;10;1;46;24
23;45;42;50;31;43;24;23;19;36;9;14;24;33;6;41;2;20;41;32;8;27;35;15;5;18;39;46;17;24;3;24;3;37;48;14;12;38;5;24;25;6;17;0;40;12;23;19;9;32
34;40;8;19;47;40;30;30;28;34;15;41;36;14;13;48;28;14;46;39;17;13;44;4;43;16;28;19;27;32;5;19;8;48;13;26;25;29;38;3;20;36;44;40;0;19;27;11;23;25
24;27;38;39;49;26;47;12;24;12;10;2;7;8;49;40;16;42;9;43;45;26;4;27;36;6;33;26;17;7;46;17;49;19;6;16;50;44;24;45;44;17;25;12;19;0;30;11;3;33
15;24;8;1;32;13;38;36;21;11;33;13;17;34;32;41;34;5;19;9;6;44;17;44;14;16;7;27;38;19;9;10;31;48;26;22;20;37;15;27;12;1;10;23;27;30;0;42;46;15
42;38;38;39;40;1;30;1;14;47;37;30;27;12;1;46;14;19;21;11;19;16;3;10;49;31;40;30;32;19;49;49;43;29;43;26;31;15;21;27;42;16;1;19;11;11;42;0;25;15
12;39;4;28;49;11;50;24;19;18;16;1;8;36;14;4;43;33;2;22;27;37;9;3;40;40;14;1;15;3;42;37;1;2;12;16;24;15;9;47;40;10;46;9;23;3;46;25;0;3
4;19;34;18;10;4;38;17;43;36;38;14;27;18;42;15;25;1;24;9;12;37;13;12;23;13;9;49;41;8;13;47;29;17;5;29;1;42;19;23;20;15;24;32;25;33;15;15;3;0
